MapName,X,Y,Z,Width,Height,ZoneID
Felucca,1108,3001,0,13,13,0
Felucca,1096,3004,0,12,15,0
Felucca,1098,3020,0,9,10,0
Felucca,1100,3030,0,11,12,0
Felucca,1080,3086,-2,11,19,0
Felucca,1097,3100,0,9,9,0
Felucca,1050,3102,-1,9,25,0
Felucca,1108,3102,0,11,10,0
Felucca,1059,3106,0,9,16,0
Felucca,1119,3109,0,9,18,0
Felucca,1055,3131,0,9,11,0
Felucca,1107,3132,0,9,11,0
Felucca,1044,3144,0,10,25,0
Felucca,1054,3146,0,9,9,0
Felucca,1096,3151,0,12,16,0
Felucca,1035,3160,-1,9,20,0
Felucca,1064,3162,0,14,9,0
Felucca,1080,3181,0,11,12,0
Felucca,1107,3184,0,9,16,0
Felucca,1034,3200,0,14,12,2109003
Felucca,1108,3200,0,9,10,2109003
Felucca,1093,3209,0,15,10,2109003
Felucca,1136,3397,0,9,9,2109002
Felucca,1118,3462,0,14,10,2109002
Felucca,1078,3486,0,9,9,2109002
Felucca,1106,3542,-2,12,16,2109002
Felucca,1138,3553,0,10,12,2109002
Felucca,1128,3557,0,10,10,2109002
Felucca,1104,3558,-1,9,9,2109002
Felucca,1115,3558,0,13,9,2109002
Felucca,1180,128,1,16,16,0
Felucca,1189,150,1,9,9,0
Felucca,1240,152,0,11,13,0
Felucca,1177,156,1,11,9,0
Felucca,1251,156,1,9,15,0
Felucca,1152,159,1,9,9,0
Felucca,1165,161,-2,11,10,0
Felucca,1218,161,-2,10,10,0
Felucca,1193,166,1,9,14,0
Felucca,1260,166,1,9,11,0
Felucca,1202,167,1,16,10,0
Felucca,1173,174,1,11,9,0
Felucca,1241,186,6,11,9,0
Felucca,1221,210,6,15,9,0
Felucca,1193,213,22,9,9,0
Felucca,1157,246,1,15,10,0
Felucca,1155,256,1,20,13,0
Felucca,1197,256,1,11,14,0
Felucca,1175,261,1,9,12,0
Felucca,1213,282,1,9,9,0
Felucca,1167,284,1,9,30,0
Felucca,1238,289,1,30,17,0
Felucca,1158,291,1,9,12,0
Felucca,1176,302,1,9,22,0
Felucca,1237,315,16,11,9,0
Felucca,1185,318,1,13,14,0
Felucca,1198,327,1,9,19,0
Felucca,1264,329,19,9,49,0
Felucca,1207,334,1,13,25,0
Felucca,1239,339,16,9,9,0
Felucca,1220,343,1,9,9,0
Felucca,1229,351,1,11,21,0
Felucca,1220,358,1,9,9,0
Felucca,1240,364,1,10,20,0
Felucca,1253,364,16,11,14,0
Felucca,1227,384,-2,22,9,0
Felucca,1252,384,14,11,9,0
Felucca,1223,393,-2,10,53,0
Felucca,1233,399,1,11,49,0
Felucca,1214,427,-1,9,19,0
Felucca,1209,451,1,9,10,0
Felucca,1271,455,23,9,9,0
Felucca,1225,457,24,12,11,0
Felucca,1246,460,29,10,13,0
Felucca,1260,460,29,9,10,0
Felucca,1213,467,22,9,11,0
Felucca,1194,474,1,10,12,0
Felucca,1212,478,30,9,9,0
Felucca,1208,490,29,9,9,0
Felucca,1184,492,1,11,20,0
Felucca,1200,499,28,9,12,0
Felucca,1178,512,0,11,60,0
Felucca,1268,516,29,11,29,0
Felucca,1209,534,30,9,12,0
Felucca,1189,536,1,9,10,0
Felucca,1209,555,30,10,12,0
Felucca,1189,557,1,10,10,0
Felucca,1180,572,1,15,14,0
Felucca,1210,574,30,10,11,0
Felucca,1229,592,30,11,10,0
Felucca,1244,593,30,10,15,0
Felucca,1264,593,30,12,10,0
Felucca,1152,594,1,9,18,0
Felucca,1208,594,30,10,10,0
Felucca,1186,598,1,9,21,0
Felucca,1177,612,1,9,15,0
Felucca,1247,619,2,9,21,0
Felucca,1197,621,8,9,9,0
Felucca,1257,622,1,9,18,0
Felucca,1266,624,1,9,16,0
Felucca,1169,627,1,11,9,0
Felucca,1233,627,2,9,13,0
Felucca,1221,640,6,11,11,0
Felucca,1261,640,1,19,9,0
Felucca,1268,649,1,12,16,0
Felucca,1209,650,6,11,14,0
Felucca,1185,651,15,9,10,0
Felucca,1199,654,6,10,21,0
Felucca,1171,672,21,12,9,0
Felucca,1190,675,9,11,45,0
Felucca,1181,683,6,9,37,0
Felucca,1166,693,6,15,19,0
Felucca,1201,701,1,9,22,0
Felucca,1241,703,1,10,18,0
Felucca,1154,705,6,10,9,0
Felucca,1210,707,1,10,33,0
Felucca,1221,707,1,20,21,0
Felucca,1173,720,1,11,9,0
Felucca,1197,726,1,13,12,0
Felucca,1220,728,1,9,10,0
Felucca,1205,740,1,12,28,0
Felucca,1218,740,1,10,10,0
Felucca,1271,745,2,9,23,0
Felucca,1259,747,1,12,21,0
Felucca,1217,750,1,9,18,0
Felucca,1226,754,1,9,14,0
Felucca,1235,757,1,9,11,0
Felucca,1193,759,1,12,9,0
Felucca,1265,768,0,15,9,0
Felucca,1249,774,3,11,9,0
Felucca,1241,795,0,11,9,0
Felucca,1153,831,9,11,9,0
Felucca,1171,840,4,9,9,0
Felucca,1227,902,-1,9,13,0
Felucca,1192,903,-2,12,9,0
Felucca,1183,912,1,9,15,0
Felucca,1205,913,0,9,11,0
Felucca,1171,926,-2,9,10,0
Felucca,1207,930,5,9,12,0
Felucca,1162,931,1,9,11,0
Felucca,1198,933,5,9,9,0
Felucca,1234,939,0,9,9,0
Felucca,1155,942,0,9,21,0
Felucca,1221,969,0,11,12,0
Felucca,1207,978,0,9,9,0
Felucca,1175,986,0,9,13,0
Felucca,1165,989,5,10,13,0
Felucca,1201,990,3,15,9,0
Felucca,1203,1024,0,9,15,0
Felucca,1197,1044,0,9,16,0
Felucca,1153,1056,0,11,12,0
Felucca,1193,1060,0,9,10,0
Felucca,1189,1071,0,9,10,0
Felucca,1169,1080,4,11,9,0
Felucca,1182,1081,0,11,11,0
Felucca,1181,1095,0,9,9,0
Felucca,1173,1107,0,12,9,0
Felucca,1169,1119,0,9,14,0
Felucca,1153,1140,0,10,9,0
Felucca,1259,1256,0,10,24,0
Felucca,1250,1265,0,9,15,0
Felucca,1261,1280,0,19,10,2101003
Felucca,1235,1287,1,9,9,2101003
Felucca,1270,1293,0,10,15,2101003
Felucca,1243,1299,0,9,9,2101003
Felucca,1261,1301,0,9,13,2101003
Felucca,1221,1317,0,11,9,2101003
Felucca,1217,1326,0,11,31,2101003
Felucca,1229,1329,0,11,36,2101003
Felucca,1269,1332,0,11,9,2101003
Felucca,1189,1335,0,11,9,2101003
Felucca,1257,1347,0,11,9,2101003
Felucca,1173,1353,0,11,9,2101003
Felucca,1269,1356,0,11,15,2101003
Felucca,1169,1368,0,11,9,2101003
Felucca,1205,1371,0,11,9,2101003
Felucca,1269,1375,0,11,11,2101003
Felucca,1185,1377,0,15,15,2101003
Felucca,1229,1377,0,11,9,2101003
Felucca,1203,1383,0,9,10,2101003
Felucca,1193,1392,0,10,9,2101003
Felucca,1245,1392,0,11,9,2101003
Felucca,1213,1398,0,11,9,2101003
Felucca,1185,1413,0,11,9,2101002
Felucca,1245,1416,0,11,12,2101002
Felucca,1186,1425,0,10,9,2101002
Felucca,1261,1431,0,11,9,2101002
Felucca,1261,1443,0,11,9,2101002
Felucca,1185,1452,0,11,9,2101002
Felucca,1253,1467,0,11,9,2101002
Felucca,1269,1467,0,11,33,2101002
Felucca,1185,1470,0,11,12,2101002
Felucca,1225,1485,0,11,21,2101002
Felucca,1237,1488,0,11,12,2101002
Felucca,1175,1494,0,9,12,2101002
Felucca,1265,1506,0,15,9,2101002
Felucca,1193,1920,0,31,9,0
Felucca,1225,1920,0,11,9,0
Felucca,1237,1920,0,23,9,0
Felucca,1261,1920,0,15,9,0
Felucca,1203,1929,0,17,9,0
Felucca,1221,1929,0,11,9,0
Felucca,1257,1935,0,11,9,0
Felucca,1213,1938,0,11,9,0
Felucca,1223,1956,0,9,9,0
Felucca,1223,1965,0,13,28,0
Felucca,1237,1977,0,15,21,0
Felucca,1253,1992,0,11,9,0
Felucca,1229,1998,0,11,9,0
Felucca,1245,2001,0,11,9,0
Felucca,1261,2001,0,11,9,0
Felucca,1202,2010,1,10,9,0
Felucca,1221,2022,0,11,12,0
Felucca,1173,2031,0,11,9,0
Felucca,1245,2031,0,11,9,0
Felucca,1155,2034,0,9,12,0
Felucca,1217,2052,0,11,9,0
Felucca,1189,2058,0,9,21,0
Felucca,1269,2058,2,11,11,0
Felucca,1205,2073,5,10,10,0
Felucca,1217,2082,5,11,9,0
Felucca,1169,2091,5,11,9,0
Felucca,1157,2103,0,11,9,0
Felucca,1225,2109,0,11,9,0
Felucca,1269,2112,0,11,9,0
Felucca,1201,2124,0,11,11,0
Felucca,1221,2136,0,11,9,0
Felucca,1169,2139,0,11,12,0
Felucca,1181,2139,0,10,12,0
Felucca,1207,2141,0,13,16,0
Felucca,1229,2148,0,11,11,0
Felucca,1257,2148,0,11,9,0
Felucca,1261,2202,5,11,9,0
Felucca,1257,2265,0,9,21,0
Felucca,1229,2307,0,11,9,0
Felucca,1245,2307,0,11,9,0
Felucca,1233,2316,0,11,9,0
Felucca,1186,2322,0,10,30,0
Felucca,1249,2346,5,11,9,0
Felucca,1177,2349,5,9,9,0
Felucca,1269,2349,5,11,9,0
Felucca,1177,2367,5,11,9,0
Felucca,1221,2370,5,11,12,0
Felucca,1237,2382,10,11,9,0
Felucca,1257,2388,10,11,9,0
Felucca,1245,2391,10,11,32,0
Felucca,1153,2397,0,15,19,0
Felucca,1257,2400,10,11,12,0
Felucca,1217,2403,5,11,9,0
Felucca,1169,2412,0,11,20,0
Felucca,1225,2415,5,11,9,0
Felucca,1269,2415,10,11,9,0
Felucca,1156,2416,0,13,11,0
Felucca,1193,2439,5,11,9,0
Felucca,1225,2457,5,11,9,0
Felucca,1237,2457,5,11,9,0
Felucca,1189,2465,0,11,10,0
Felucca,1241,2472,5,11,18,0
Felucca,1165,2475,0,11,9,0
Felucca,1253,2475,7,10,9,0
Felucca,1221,2478,5,11,9,0
Felucca,1201,2481,0,11,12,0
Felucca,1225,2487,5,9,12,0
Felucca,1173,2490,0,11,9,0
Felucca,1234,2490,5,9,15,0
Felucca,1205,2493,0,11,9,0
Felucca,1205,2508,0,11,9,0
Felucca,1185,2514,0,11,9,0
Felucca,1217,2521,3,11,11,0
Felucca,1153,2523,0,11,12,0
Felucca,1257,2523,5,11,9,0
Felucca,1164,2530,0,12,17,0
Felucca,1176,2535,0,10,18,0
Felucca,1217,2535,5,10,9,0
Felucca,1186,2544,5,10,16,0
Felucca,1197,2547,5,11,13,0
Felucca,1214,2547,5,10,13,0
Felucca,1261,2549,5,11,11,0
Felucca,1225,2550,5,14,10,0
Felucca,1241,2550,5,11,10,0
Felucca,1252,2551,5,9,9,0
Felucca,1203,2560,0,29,9,0
Felucca,1269,2564,0,11,12,0
Felucca,1220,2569,0,11,9,0
Felucca,1257,2571,0,12,9,0
Felucca,1237,2574,0,11,9,0
Felucca,1172,2636,1,14,10,0
Felucca,1163,2640,0,9,12,0
Felucca,1154,2642,0,9,10,0
Felucca,1189,2644,0,12,14,0
Felucca,1266,2646,0,10,11,0
Felucca,1201,2657,0,11,11,0
Felucca,1268,2658,0,12,10,0
Felucca,1205,2668,0,13,20,0
Felucca,1157,2673,5,11,12,0
Felucca,1177,2673,5,11,9,0
Felucca,1213,2688,0,10,12,0
Felucca,1267,2688,0,9,9,0
Felucca,1223,2693,0,9,10,0
Felucca,1165,2694,5,11,9,0
Felucca,1258,2694,0,9,9,0
Felucca,1249,2700,0,9,9,0
Felucca,1181,2703,5,11,9,0
Felucca,1193,2709,0,11,9,0
Felucca,1165,2712,0,13,26,0
Felucca,1209,2724,0,11,9,0
Felucca,1152,2725,0,13,13,0
Felucca,1253,2733,5,11,9,0
Felucca,1173,2738,0,12,9,0
Felucca,1269,2742,0,11,9,0
Felucca,1233,2745,0,11,11,0
Felucca,1179,2748,0,9,18,0
Felucca,1269,2751,0,9,10,0
Felucca,1254,2754,0,10,9,0
Felucca,1188,2764,0,9,11,0
Felucca,1197,2773,0,9,16,0
Felucca,1207,2784,0,9,16,0
Felucca,1157,2791,0,9,10,0
Felucca,1216,2797,0,9,19,0
Felucca,1152,2816,0,16,14,0
Felucca,1200,2816,-1,16,9,0
Felucca,1217,2816,0,17,9,0
Felucca,1215,2825,0,21,9,0
Felucca,1152,2830,0,9,10,0
Felucca,1162,2834,0,9,24,0
Felucca,1153,2840,0,9,19,0
Felucca,1162,2858,0,17,13,0
Felucca,1152,2859,0,10,12,0
Felucca,1153,2871,0,9,15,0
Felucca,1173,2872,0,14,13,0
Felucca,1162,2879,0,9,13,0
Felucca,1194,2879,0,9,23,0
Felucca,1184,2885,0,10,22,0
Felucca,1152,2886,0,10,46,0
Felucca,1162,2900,0,11,27,0
Felucca,1173,2900,0,10,9,0
Felucca,1185,2907,0,12,16,0
Felucca,1174,2913,0,11,12,0
Felucca,1187,2923,0,10,9,0
Felucca,1163,2927,0,12,12,0
Felucca,1204,2928,0,12,16,0
Felucca,1177,2930,0,10,12,0
Felucca,1218,2930,0,14,14,0
Felucca,1234,2931,0,9,13,0
Felucca,1152,2932,0,11,10,0
Felucca,1154,2944,0,11,11,0
Felucca,1166,2944,0,22,10,0
Felucca,1189,2944,0,11,9,0
Felucca,1203,2944,0,12,16,0
Felucca,1240,2944,0,12,14,0
Felucca,1253,2944,0,9,20,0
Felucca,1217,2951,0,12,9,0
Felucca,1194,2953,0,9,18,0
Felucca,1164,2955,0,9,13,0
Felucca,1229,2956,0,11,11,0
Felucca,1203,2960,0,9,16,0
Felucca,1217,2960,0,12,18,0
Felucca,1240,2960,0,11,35,0
Felucca,1174,2964,0,10,24,0
Felucca,1251,2964,0,10,9,0
Felucca,1159,2968,0,13,22,0
Felucca,1191,2971,0,9,17,0
Felucca,1252,2988,0,10,19,0
Felucca,1200,3445,0,9,11,2109002
Felucca,1175,3478,0,12,13,2109002
Felucca,1181,3491,0,10,9,2109002
Felucca,1167,3546,0,9,13,2109002
Felucca,1200,3575,0,10,9,2109002
Felucca,1203,3595,0,10,11,2109002
Felucca,1399,211,1,9,11,0
Felucca,1323,223,1,18,17,0
Felucca,1378,229,1,9,20,0
Felucca,1398,229,9,10,11,0
Felucca,1366,239,-1,9,17,0
Felucca,1316,240,1,12,16,0
Felucca,1349,240,1,17,15,0
Felucca,1313,256,1,11,20,0
Felucca,1375,256,15,9,14,0
Felucca,1366,261,8,9,9,0
Felucca,1304,272,1,9,16,0
Felucca,1294,276,0,10,21,0
Felucca,1284,279,0,9,18,0
Felucca,1397,282,5,11,30,0
Felucca,1383,288,6,9,39,0
Felucca,1373,291,6,10,45,0
Felucca,1364,310,7,9,18,0
Felucca,1350,323,6,10,23,0
Felucca,1317,324,22,9,9,0
Felucca,1361,328,5,12,19,0
Felucca,1281,330,22,9,39,0
Felucca,1337,330,6,13,31,0
Felucca,1293,339,22,11,18,0
Felucca,1321,339,6,10,27,0
Felucca,1350,346,1,11,10,0
Felucca,1325,366,1,14,18,0
Felucca,1331,384,1,12,21,0
Felucca,1356,384,1,17,25,0
Felucca,1344,385,1,12,29,0
Felucca,1374,391,1,9,19,0
Felucca,1383,393,1,12,26,0
Felucca,1285,396,6,11,9,0
Felucca,1321,401,16,10,10,0
Felucca,1331,405,8,10,30,0
Felucca,1310,411,16,19,9,0
Felucca,1341,414,6,9,41,0
Felucca,1396,422,3,12,9,0
Felucca,1285,429,6,11,9,0
Felucca,1330,435,8,11,21,0
Felucca,1350,451,1,9,11,0
Felucca,1289,457,27,10,9,0
Felucca,1298,466,30,17,9,0
Felucca,1336,471,25,9,13,0
Felucca,1362,486,1,9,13,0
Felucca,1345,495,30,12,13,0
Felucca,1366,499,1,13,13,0
Felucca,1370,512,2,14,31,0
Felucca,1328,513,30,9,11,0
Felucca,1334,525,30,11,10,0
Felucca,1359,525,9,9,17,0
Felucca,1350,538,4,9,12,0
Felucca,1359,542,1,11,11,0
Felucca,1310,554,30,9,12,0
Felucca,1303,566,28,12,12,0
Felucca,1280,591,30,9,10,0
Felucca,1324,595,3,9,14,0
Felucca,1333,604,1,9,12,0
Felucca,1335,616,6,12,9,0
Felucca,1310,619,6,13,10,0
Felucca,1333,625,6,13,13,0
Felucca,1280,640,1,12,34,0
Felucca,1325,640,1,9,17,0
Felucca,1313,651,6,12,13,0
Felucca,1301,662,6,12,16,0
Felucca,1292,664,5,9,13,0
Felucca,1313,664,1,12,14,0
Felucca,1301,713,1,9,28,0
Felucca,1360,738,1,9,10,0
Felucca,1298,741,9,10,14,0
Felucca,1399,745,1,9,14,0
Felucca,1380,746,1,19,13,0
Felucca,1292,755,7,10,12,0
Felucca,1362,759,1,10,9,0
Felucca,1383,759,4,9,9,0
Felucca,1280,768,0,9,24,0
Felucca,1357,768,-1,27,9,0
Felucca,1363,777,0,9,27,0
Felucca,1354,799,0,9,14,0
Felucca,1394,804,0,14,9,0
Felucca,1331,806,-1,21,13,0
Felucca,1324,819,-1,12,9,0
Felucca,1377,822,0,10,10,0
Felucca,1316,828,1,12,9,0
Felucca,1361,831,0,15,11,0
Felucca,1307,837,-1,13,9,0
Felucca,1353,842,0,9,9,0
Felucca,1301,846,-1,11,9,0
Felucca,1345,852,0,10,10,0
Felucca,1337,862,0,9,19,0
Felucca,1313,873,0,11,11,0
Felucca,1291,879,0,9,9,0
Felucca,1329,881,0,13,10,0
Felucca,1302,896,0,10,21,0
Felucca,1329,903,0,10,10,0
Felucca,1329,918,0,9,17,0
Felucca,1310,924,0,10,9,0
Felucca,1313,933,0,11,12,0
Felucca,1325,936,0,10,20,0
Felucca,1317,956,0,10,36,0
Felucca,1308,977,0,9,25,0
Felucca,1299,982,0,9,15,0
Felucca,1329,1045,0,17,15,0
Felucca,1324,1060,-2,12,32,0
Felucca,1399,1096,0,9,11,0
Felucca,1390,1100,0,9,15,0
Felucca,1397,1140,0,11,11,0
Felucca,1343,1228,0,9,14,0
Felucca,1332,1233,0,11,15,0
Felucca,1323,1242,0,9,12,0
Felucca,1385,1244,0,9,10,0
Felucca,1314,1247,0,9,10,0
Felucca,1304,1253,0,10,13,0
Felucca,1329,1254,0,11,9,0
Felucca,1292,1259,0,12,16,0
Felucca,1393,1266,0,11,9,0
Felucca,1345,1269,0,11,9,0
Felucca,1373,1281,0,11,12,2101003
Felucca,1280,1284,0,9,12,2101003
Felucca,1346,1287,0,10,12,2101003
Felucca,1309,1302,0,11,9,2101003
Felucca,1369,1305,0,11,9,2101003
Felucca,1333,1308,0,11,9,2101003
Felucca,1377,1316,0,11,13,2101003
Felucca,1289,1317,0,11,9,2101003
Felucca,1333,1323,0,11,20,2101003
Felucca,1394,1329,0,10,9,2101003
Felucca,1313,1332,0,15,12,2101003
Felucca,1369,1341,0,11,9,2101003
Felucca,1328,1343,0,12,16,2101003
Felucca,1317,1344,0,11,9,2101003
Felucca,1390,1347,0,10,24,2101003
Felucca,1369,1350,0,11,12,2101003
Felucca,1293,1356,0,11,9,2101003
Felucca,1321,1362,0,11,9,2101003
Felucca,1313,1371,0,11,9,2101003
Felucca,1286,1374,0,10,9,2101003
Felucca,1314,1380,0,9,9,2101003
Felucca,1281,1383,0,15,9,2101003
Felucca,1301,1395,0,11,13,2101003
Felucca,1341,1395,0,15,12,2101003
Felucca,1305,1408,0,19,11,2101002
Felucca,1389,1408,0,11,14,2101002
Felucca,1281,1413,0,9,12,2101002
Felucca,1361,1414,7,9,25,2101002
Felucca,1343,1417,2,9,24,2101002
Felucca,1301,1419,0,11,9,2101002
Felucca,1333,1428,5,10,13,2101002
Felucca,1385,1431,10,11,10,2101002
Felucca,1297,1440,0,11,9,2101002
Felucca,1324,1457,2,9,18,2101002
Felucca,1281,1461,0,11,12,2101002
Felucca,1281,1476,0,11,12,2101002
Felucca,1317,1500,0,11,9,2101002
Felucca,1289,1506,0,11,9,2101002
Felucca,1379,1920,0,9,9,2101003
Felucca,1313,1923,0,11,9,2101003
Felucca,1357,1929,0,11,12,2101003
Felucca,1377,1929,0,11,9,2101003
Felucca,1368,1936,0,9,14,2101003
Felucca,1385,1938,0,11,9,2101003
Felucca,1351,1941,0,9,12,2101003
Felucca,1289,1944,0,15,12,2101003
Felucca,1360,1950,0,11,9,2101003
Felucca,1389,1950,0,11,27,2101003
Felucca,1305,1953,0,15,27,2101003
Felucca,1293,1956,0,12,9,2101003
Felucca,1321,1956,0,11,12,2101003
Felucca,1333,1956,0,11,15,2101003
Felucca,1333,1974,0,11,9,2101003
Felucca,1343,1983,0,9,9,2101003
Felucca,1301,1992,0,11,9,2101003
Felucca,1321,1992,0,9,11,2101003
Felucca,1343,1992,0,9,12,2101003
Felucca,1391,2001,0,9,10,2101003
Felucca,1289,2004,0,11,9,2101003
Felucca,1301,2010,0,15,9,2101003
Felucca,1349,2010,0,11,9,2101003
Felucca,1309,2019,0,11,9,2101003
Felucca,1349,2025,0,10,9,2101003
Felucca,1345,2034,0,11,9,2101003
Felucca,1369,2061,0,11,9,0
Felucca,1286,2064,0,10,9,0
Felucca,1333,2064,0,11,15,0
Felucca,1377,2070,5,9,12,0
Felucca,1294,2076,0,10,9,0
Felucca,1333,2088,3,11,9,0
Felucca,1365,2088,0,11,9,0
Felucca,1313,2094,0,11,9,0
Felucca,1345,2103,0,11,9,0
Felucca,1291,2106,0,9,9,0
Felucca,1345,2118,0,15,12,0
Felucca,1309,2124,0,9,9,0
Felucca,1325,2142,0,10,12,0
Felucca,1297,2148,0,11,18,0
Felucca,1308,2154,5,12,21,0
Felucca,1345,2166,0,11,9,0
Felucca,1397,2184,0,11,9,0
Felucca,1297,2190,5,10,9,0
Felucca,1391,2196,2,9,9,0
Felucca,1325,2199,0,11,33,0
Felucca,1337,2199,0,11,27,0
Felucca,1281,2211,5,11,9,0
Felucca,1315,2217,5,10,57,0
Felucca,1349,2220,0,11,20,0
Felucca,1305,2223,5,10,39,0
Felucca,1337,2226,0,12,9,0
Felucca,1325,2232,5,11,15,0
Felucca,1377,2232,0,11,9,0
Felucca,1349,2240,0,14,40,0
Felucca,1325,2247,5,11,27,0
Felucca,1381,2247,0,10,9,0
Felucca,1285,2259,0,11,9,0
Felucca,1363,2259,5,9,9,0
Felucca,1336,2261,0,13,16,0
Felucca,1373,2271,0,11,9,0
Felucca,1365,2280,5,11,9,0
Felucca,1309,2286,5,11,9,0
Felucca,1357,2295,0,11,9,0
Felucca,1390,2304,-1,10,9,0
Felucca,1293,2319,5,11,9,0
Felucca,1369,2319,0,12,9,0
Felucca,1305,2325,5,11,12,0
Felucca,1317,2325,0,11,11,0
Felucca,1337,2331,0,11,9,0
Felucca,1297,2337,0,11,21,0
Felucca,1334,2341,0,10,14,0
Felucca,1308,2352,0,24,9,0
Felucca,1349,2367,5,11,9,0
Felucca,1349,2379,5,11,15,0
Felucca,1399,2379,0,9,11,0
Felucca,1361,2388,5,11,9,0
Felucca,1399,2392,-1,9,10,0
Felucca,1285,2394,5,11,9,0
Felucca,1337,2397,0,11,9,0
Felucca,1365,2397,0,11,18,0
Felucca,1325,2400,0,11,9,0
Felucca,1305,2403,0,11,9,0
Felucca,1282,2412,10,10,12,0
Felucca,1297,2412,5,11,12,0
Felucca,1391,2415,0,9,9,0
Felucca,1329,2421,0,11,9,0
Felucca,1357,2421,0,11,9,0
Felucca,1289,2442,5,11,9,0
Felucca,1315,2445,5,9,9,0
Felucca,1378,2448,0,10,9,0
Felucca,1310,2454,5,10,9,0
Felucca,1337,2457,0,11,9,0
Felucca,1321,2460,5,11,12,0
Felucca,1281,2466,9,11,9,0
Felucca,1373,2481,0,9,9,0
Felucca,1345,2484,0,11,9,0
Felucca,1289,2490,5,15,18,0
Felucca,1369,2496,0,11,9,0
Felucca,1341,2499,0,15,15,0
Felucca,1301,2511,2,11,9,0
Felucca,1377,2511,0,10,28,0
Felucca,1285,2520,5,11,15,0
Felucca,1369,2539,5,10,20,0
Felucca,1385,2539,0,11,14,0
Felucca,1321,2544,0,15,16,0
Felucca,1396,2546,0,10,14,0
Felucca,1309,2547,0,11,13,0
Felucca,1280,2550,1,12,10,0
Felucca,1294,2550,0,14,10,0
Felucca,1337,2550,0,15,10,0
Felucca,1280,2560,0,23,11,0
Felucca,1305,2560,0,38,11,0
Felucca,1353,2560,0,11,11,0
Felucca,1367,2560,5,25,11,0
Felucca,1314,2571,0,26,9,0
Felucca,1393,2577,0,11,9,0
Felucca,1329,2580,0,19,15,0
Felucca,1348,2584,0,12,20,0
Felucca,1399,2586,0,9,12,0
Felucca,1363,2589,0,9,20,0
Felucca,1334,2595,0,14,9,0
Felucca,1373,2601,0,11,15,0
Felucca,1375,2616,0,9,13,0
Felucca,1393,2622,0,11,9,0
Felucca,1376,2629,0,16,10,0
Felucca,1397,2640,0,11,9,0
Felucca,1280,2644,0,9,11,0
Felucca,1289,2647,0,9,14,0
Felucca,1298,2650,0,9,23,0
Felucca,1308,2671,0,9,14,0
Felucca,1309,2688,5,13,15,0
Felucca,1317,2703,0,9,9,0
Felucca,1318,2713,0,10,13,0
Felucca,1311,2728,0,13,10,0
Felucca,1369,2736,0,9,12,0
Felucca,1314,2738,0,11,13,0
Felucca,1373,2748,0,9,10,0
Felucca,1281,2751,0,9,11,0
Felucca,1337,2757,0,11,9,0
Felucca,1365,2760,0,9,15,0
Felucca,1337,2781,0,11,11,0
Felucca,1367,2787,0,9,9,0
Felucca,1381,2791,0,9,10,0
Felucca,1365,2796,5,11,9,0
Felucca,1338,2798,0,10,18,0
Felucca,1397,2798,0,9,18,0
Felucca,1332,2816,2,13,30,0
Felucca,1345,2828,0,9,18,0
Felucca,1397,2832,0,11,9,0
Felucca,1319,2842,2,9,11,0
Felucca,1350,2846,0,10,11,0
Felucca,1309,2849,-1,10,14,0
Felucca,1384,2849,0,9,9,0
Felucca,1299,2853,0,9,11,0
Felucca,1370,2853,0,14,10,0
Felucca,1346,2862,0,9,10,0
Felucca,1303,2864,0,9,9,0
Felucca,1370,2866,0,11,9,0
Felucca,1339,2872,0,10,10,0
Felucca,1371,2881,0,9,9,0
Felucca,1336,2882,0,13,13,0
Felucca,1349,2893,0,9,26,0
Felucca,1351,2919,0,9,9,0
Felucca,1354,2928,0,13,16,0
Felucca,1367,2953,0,9,9,0
Felucca,1324,2962,0,9,12,0
Felucca,1334,3000,0,10,13,0
Felucca,1335,3013,0,14,24,0
Felucca,1334,3037,-2,12,11,0
Felucca,1328,3048,0,9,13,0
Felucca,1366,3048,0,9,12,0
Felucca,1370,3089,0,9,24,0
Felucca,1379,3093,0,11,13,0
Felucca,1326,3107,1,10,16,0
Felucca,1317,3120,2,9,17,0
Felucca,1306,3129,2,9,11,0
Felucca,1295,3136,1,9,10,0
Felucca,1370,3143,0,11,9,0
Felucca,1288,3146,-2,12,9,0
Felucca,1327,3150,0,9,10,0
Felucca,1359,3152,0,14,10,0
Felucca,1287,3155,0,10,9,0
Felucca,1328,3160,0,9,11,0
Felucca,1290,3164,0,10,10,0
Felucca,1368,3173,0,10,13,0
Felucca,1452,168,1,9,48,0
Felucca,1469,172,14,15,32,0
Felucca,1495,183,6,9,11,0
Felucca,1484,184,16,9,17,0
Felucca,1438,188,-1,9,22,0
Felucca,1426,193,0,12,22,0
Felucca,1519,211,1,11,14,0
Felucca,1497,221,16,12,10,0
Felucca,1408,225,10,10,15,0
Felucca,1509,230,16,9,10,0
Felucca,1521,246,5,11,9,0
Felucca,1417,256,1,9,14,0
Felucca,1460,256,1,20,10,0
Felucca,1409,270,1,10,29,0
Felucca,1501,273,1,11,9,0
Felucca,1521,279,1,15,10,0
Felucca,1419,384,6,11,26,0
Felucca,1417,410,8,9,9,0
Felucca,1410,419,7,9,10,0
Felucca,1525,643,16,9,10,0
Felucca,1526,653,16,10,10,0
Felucca,1509,654,12,10,16,0
Felucca,1519,663,6,9,29,0
Felucca,1496,676,-1,10,29,0
Felucca,1487,684,-1,9,21,0
